Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
04.12.2023;14:45;15:00;126,97;139,8;127,27;126,97;175,04;127,61;127,1;130,77;132,71;151,62;175,04;131,94;131,76;-;140,11;134,69;138,42
04.12.2023;15:00;15:15;124,84;145,7;125,27;124,84;209,76;125,95;124,84;128,57;135,86;153,53;209,76;129,28;135;-;148,63;139,27;145,88
04.12.2023;15:15;15:30;124,84;145,7;125,27;124,84;209,76;125,95;124,84;128,57;135,86;153,53;209,76;129,28;135;-;148,63;139,27;145,88
04.12.2023;15:30;15:45;124,84;145,7;125,27;124,84;209,76;125,95;124,84;128,57;135,86;153,53;209,76;129,28;135;-;148,63;139,27;145,88
04.12.2023;15:45;16:00;124,84;145,7;125,27;124,84;209,76;125,95;124,84;128,57;135,86;153,53;209,76;129,28;135;-;148,63;139,27;145,88
04.12.2023;16:00;16:15;122,27;155,5;123,94;122,27;262,73;126,12;121,96;125,92;141,97;153,35;262,73;127,27;142,21;-;168;148,08;162,05
04.12.2023;16:15;16:30;122,27;155,5;123,94;122,27;262,73;126,12;121,96;125,92;141,97;153,35;262,73;127,27;142,21;-;168;148,08;162,05
04.12.2023;16:30;16:45;122,27;155,5;123,94;122,27;262,73;126,12;121,96;125,92;141,97;153,35;262,73;127,27;142,21;-;168;148,08;162,05
04.12.2023;16:45;17:00;122,27;155,5;123,94;122,27;262,73;126,12;121,96;125,92;141,97;153,35;262,73;127,27;142,21;-;168;148,08;162,05
04.12.2023;17:00;17:15;127,75;149,17;130;127,75;206,35;132,45;128,06;131,57;147,59;147,8;206,35;134,07;148,92;-;173,1;155,41;171,73
04.12.2023;17:15;17:30;127,75;149,17;130;127,75;206,35;132,45;128,06;131,57;147,59;147,8;206,35;134,07;148,92;-;173,1;155,41;171,73
04.12.2023;17:30;17:45;127,75;149,17;130;127,75;206,35;132,45;128,06;131,57;147,59;147,8;206,35;134,07;148,92;-;173,1;155,41;171,73
04.12.2023;17:45;18:00;127,75;149,17;130;127,75;206,35;132,45;128,06;131,57;147,59;147,8;206,35;134,07;148,92;-;173,1;155,41;171,73
04.12.2023;18:00;18:15;124,63;141,69;127,14;124,63;184,29;129,22;125,6;128,35;137,92;146,19;184,29;129,48;141,49;-;161,38;144,76;153,58
04.12.2023;18:15;18:30;124,63;141,69;127,14;124,63;184,29;129,22;125,6;128,35;137,92;146,19;184,29;129,48;141,49;-;161,38;144,76;153,58
04.12.2023;18:30;18:45;124,63;141,69;127,14;124,63;184,29;129,22;125,6;128,35;137,92;146,19;184,29;129,48;141,49;-;161,38;144,76;153,58
04.12.2023;18:45;19:00;124,63;141,69;127,14;124,63;184,29;129,22;125,6;128,35;137,92;146,19;184,29;129,48;141,49;-;161,38;144,76;153,58
04.12.2023;19:00;19:15;120,97;130,63;122,37;120,97;151,05;123,02;120;124,58;129,02;140,54;151,05;125,07;129,27;-;151,56;131,75;137,75
04.12.2023;19:15;19:30;120,97;130,63;122,37;120,97;151,05;123,02;120;124,58;129,02;140,54;151,05;125,07;129,27;-;151,56;131,75;137,75
04.12.2023;19:30;19:45;120,97;130,63;122,37;120,97;151,05;123,02;120;124,58;129,02;140,54;151,05;125,07;129,27;-;151,56;131,75;137,75
04.12.2023;19:45;20:00;120,97;130,63;122,37;120,97;151,05;123,02;120;124,58;129,02;140,54;151,05;125,07;129,27;-;151,56;131,75;137,75
04.12.2023;20:00;20:15;114,48;119,06;114,62;114,48;124,49;115;114,33;118,14;117,88;126,58;124,49;121,79;117,86;-;134,19;119;121,76
04.12.2023;20:15;20:30;114,48;119,06;114,62;114,48;124,49;115;114,33;118,14;117,88;126,58;124,49;121,79;117,86;-;134,19;119;121,76
04.12.2023;20:30;20:45;114,48;119,06;114,62;114,48;124,49;115;114,33;118,14;117,88;126,58;124,49;121,79;117,86;-;134,19;119;121,76
04.12.2023;20:45;21:00;114,48;119,06;114,62;114,48;124,49;115;114,33;118,14;117,88;126,58;124,49;121,79;117,86;-;134,19;119;121,76
04.12.2023;21:00;21:15;105,55;107,66;105,55;105,55;108,46;105,55;105,55;108,46;105,55;105,55;108,46;120,07;105,55;-;131;105,55;105,55
04.12.2023;21:15;21:30;105,55;107,66;105,55;105,55;108,46;105,55;105,55;108,46;105,55;105,55;108,46;120,07;105,55;-;131;105,55;105,55
04.12.2023;21:30;21:45;105,55;107,66;105,55;105,55;108,46;105,55;105,55;108,46;105,55;105,55;108,46;120,07;105,55;-;131;105,55;105,55
04.12.2023;21:45;22:00;105,55;107,66;105,55;105,55;108,46;105,55;105,55;108,46;105,55;105,55;108,46;120,07;105,55;-;131;105,55;105,55
04.12.2023;22:00;22:15;100;102,32;100;100;102,69;100;100;102,69;100;100;102,69;117,4;100;-;127,86;100;100
04.12.2023;22:15;22:30;100;102,32;100;100;102,69;100;100;102,69;100;100;102,69;117,4;100;-;127,86;100;100
04.12.2023;22:30;22:45;100;102,32;100;100;102,69;100;100;102,69;100;100;102,69;117,4;100;-;127,86;100;100
04.12.2023;22:45;23:00;100;102,32;100;100;102,69;100;100;102,69;100;100;102,69;117,4;100;-;127,86;100;100
04.12.2023;23:00;23:15;91,76;94,91;91,76;91,76;94,79;91,76;91,76;94,79;91,76;91,76;94,79;117,32;91,76;-;121,24;91,76;91,76
04.12.2023;23:15;23:30;91,76;94,91;91,76;91,76;94,79;91,76;91,76;94,79;91,76;91,76;94,79;117,32;91,76;-;121,24;91,76;91,76
04.12.2023;23:30;23:45;91,76;94,91;91,76;91,76;94,79;91,76;91,76;94,79;91,76;91,76;94,79;117,32;91,76;-;121,24;91,76;91,76
04.12.2023;23:45;00:00;91,76;94,91;91,76;91,76;94,79;91,76;91,76;94,79;91,76;91,76;94,79;117,32;91,76;-;121,24;91,76;91,76
