Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
25.11.2023;18:00;18:15;127,1;128,54;131,65;127,1;127,1;130,26;138,79;123,67;127,65;125,82;124,05;130,29;127,56;-;165;128;127,68
25.11.2023;18:15;18:30;127,1;128,54;131,65;127,1;127,1;130,26;138,79;123,67;127,65;125,82;124,05;130,29;127,56;-;165;128;127,68
25.11.2023;18:30;18:45;127,1;128,54;131,65;127,1;127,1;130,26;138,79;123,67;127,65;125,82;124,05;130,29;127,56;-;165;128;127,68
25.11.2023;18:45;19:00;127,1;128,54;131,65;127,1;127,1;130,26;138,79;123,67;127,65;125,82;124,05;130,29;127,56;-;165;128;127,68
25.11.2023;19:00;19:15;127,2;126,74;127,62;127,2;127,2;127,55;128,05;123,26;126,98;127,19;124,15;127,72;127,2;-;170;127,19;127,17
25.11.2023;19:15;19:30;127,2;126,74;127,62;127,2;127,2;127,55;128,05;123,26;126,98;127,19;124,15;127,72;127,2;-;170;127,19;127,17
25.11.2023;19:30;19:45;127,2;126,74;127,62;127,2;127,2;127,55;128,05;123,26;126,98;127,19;124,15;127,72;127,2;-;170;127,19;127,17
25.11.2023;19:45;20:00;127,2;126,74;127,62;127,2;127,2;127,55;128,05;123,26;126,98;127,19;124,15;127,72;127,2;-;170;127,19;127,17
25.11.2023;20:00;20:15;121,13;123,53;129,16;121,13;121,13;127,31;139,12;117,62;118,91;121,12;118,23;123,68;121,38;-;150;121,6;121,09
25.11.2023;20:15;20:30;121,13;123,53;129,16;121,13;121,13;127,31;139,12;117,62;118,91;121,12;118,23;123,68;121,38;-;150;121,6;121,09
25.11.2023;20:30;20:45;121,13;123,53;129,16;121,13;121,13;127,31;139,12;117,62;118,91;121,12;118,23;123,68;121,38;-;150;121,6;121,09
25.11.2023;20:45;21:00;121,13;123,53;129,16;121,13;121,13;127,31;139,12;117,62;118,91;121,12;118,23;123,68;121,38;-;150;121,6;121,09
25.11.2023;21:00;21:15;114,83;115,81;118,81;114,83;114,83;118,81;121;111,5;111,73;114,3;111,5;122,28;114,28;-;130,07;114,4;114,02
25.11.2023;21:15;21:30;114,83;115,81;118,81;114,83;114,83;118,81;121;111,5;111,73;114,3;111,5;122,28;114,28;-;130,07;114,4;114,02
25.11.2023;21:30;21:45;114,83;115,81;118,81;114,83;114,83;118,81;121;111,5;111,73;114,3;111,5;122,28;114,28;-;130,07;114,4;114,02
25.11.2023;21:45;22:00;114,83;115,81;118,81;114,83;114,83;118,81;121;111,5;111,73;114,3;111,5;122,28;114,28;-;130,07;114,4;114,02
25.11.2023;22:00;22:15;115,3;113,09;118,33;115,3;115,3;118,96;117,86;111,73;107,34;108,88;108,88;118,99;102,41;-;126,6;110,01;108,13
25.11.2023;22:15;22:30;115,3;113,09;118,33;115,3;115,3;118,96;117,86;111,73;107,34;108,88;108,88;118,99;102,41;-;126,6;110,01;108,13
25.11.2023;22:30;22:45;115,3;113,09;118,33;115,3;115,3;118,96;117,86;111,73;107,34;108,88;108,88;118,99;102,41;-;126,6;110,01;108,13
25.11.2023;22:45;23:00;115,3;113,09;118,33;115,3;115,3;118,96;117,86;111,73;107,34;108,88;108,88;118,99;102,41;-;126,6;110,01;108,13
25.11.2023;23:00;23:15;103;102,92;113,51;103;103;116,86;111,15;99,81;92,09;93,82;93,82;115,45;89,57;-;126,54;97,71;92,73
25.11.2023;23:15;23:30;103;102,92;113,51;103;103;116,86;111,15;99,81;92,09;93,82;93,82;115,45;89,57;-;126,54;97,71;92,73
25.11.2023;23:30;23:45;103;102,92;113,51;103;103;116,86;111,15;99,81;92,09;93,82;93,82;115,45;89,57;-;126,54;97,71;92,73
25.11.2023;23:45;00:00;103;102,92;113,51;103;103;116,86;111,15;99,81;92,09;93,82;93,82;115,45;89,57;-;126,54;97,71;92,73
26.11.2023;00:00;00:15;111,1;104,91;112,39;111,1;111,1;112,88;111,73;107,66;101,97;90,64;107,66;114,32;72,58;-;118,5;94,23;89,93
26.11.2023;00:15;00:30;111,1;104,91;112,39;111,1;111,1;112,88;111,73;107,66;101,97;90,64;107,66;114,32;72,58;-;118,5;94,23;89,93
26.11.2023;00:30;00:45;111,1;104,91;112,39;111,1;111,1;112,88;111,73;107,66;101,97;90,64;107,66;114,32;72,58;-;118,5;94,23;89,93
26.11.2023;00:45;01:00;111,1;104,91;112,39;111,1;111,1;112,88;111,73;107,66;101,97;90,64;107,66;114,32;72,58;-;118,5;94,23;89,93
26.11.2023;01:00;01:15;105,77;99,72;106,11;105,77;105,77;107,7;105,07;102,2;89,96;82,15;102,2;106,67;83,37;-;124,03;54,27;66,11
26.11.2023;01:15;01:30;105,77;99,72;106,11;105,77;105,77;107,7;105,07;102,2;89,96;82,15;102,2;106,67;83,37;-;124,03;54,27;66,11
26.11.2023;01:30;01:45;105,77;99,72;106,11;105,77;105,77;107,7;105,07;102,2;89,96;82,15;102,2;106,67;83,37;-;124,03;54,27;66,11
26.11.2023;01:45;02:00;105,77;99,72;106,11;105,77;105,77;107,7;105,07;102,2;89,96;82,15;102,2;106,67;83,37;-;124,03;54,27;66,11
26.11.2023;02:00;02:15;102,67;95,96;103,11;101,84;101,84;105;101,84;98,88;87,8;75,52;98,88;103,94;76,87;-;124,03;44,99;56,92
26.11.2023;02:15;02:30;102,67;95,96;103,11;101,84;101,84;105;101,84;98,88;87,8;75,52;98,88;103,94;76,87;-;124,03;44,99;56,92
26.11.2023;02:30;02:45;102,67;95,96;103,11;101,84;101,84;105;101,84;98,88;87,8;75,52;98,88;103,94;76,87;-;124,03;44,99;56,92
26.11.2023;02:45;03:00;102,67;95,96;103,11;101,84;101,84;105;101,84;98,88;87,8;75,52;98,88;103,94;76,87;-;124,03;44,99;56,92
26.11.2023;03:00;03:15;100,11;94,26;100,52;99,82;99,82;102,36;99,34;96,92;90,06;73,43;96,92;103,01;74,67;-;124,03;42,63;55,09
26.11.2023;03:15;03:30;100,11;94,26;100,52;99,82;99,82;102,36;99,34;96,92;90,06;73,43;96,92;103,01;74,67;-;124,03;42,63;55,09
26.11.2023;03:30;03:45;100,11;94,26;100,52;99,82;99,82;102,36;99,34;96,92;90,06;73,43;96,92;103,01;74,67;-;124,03;42,63;55,09
26.11.2023;03:45;04:00;100,11;94,26;100,52;99,82;99,82;102,36;99,34;96,92;90,06;73,43;96,92;103,01;74,67;-;124,03;42,63;55,09
26.11.2023;04:00;04:15;97,2;92,88;97,53;97,08;97,08;99;96,58;94,26;89,16;75,83;94,26;104,09;76,85;-;124,05;51,27;61,19
26.11.2023;04:15;04:30;97,2;92,88;97,53;97,08;97,08;99;96,58;94,26;89,16;75,83;94,26;104,09;76,85;-;124,05;51,27;61,19
26.11.2023;04:30;04:45;97,2;92,88;97,53;97,08;97,08;99;96,58;94,26;89,16;75,83;94,26;104,09;76,85;-;124,05;51,27;61,19
26.11.2023;04:45;05:00;97,2;92,88;97,53;97,08;97,08;99;96,58;94,26;89,16;75,83;94,26;104,09;76,85;-;124,05;51,27;61,19
26.11.2023;05:00;05:15;97,8;93,56;98,15;97,8;97,8;99,68;97,16;94,96;89,42;75,38;94,96;107,26;76,57;-;127;49,96;60,24
26.11.2023;05:15;05:30;97,8;93,56;98,15;97,8;97,8;99,68;97,16;94,96;89,42;75,38;94,96;107,26;76,57;-;127;49,96;60,24
26.11.2023;05:30;05:45;97,8;93,56;98,15;97,8;97,8;99,68;97,16;94,96;89,42;75,38;94,96;107,26;76,57;-;127;49,96;60,24
26.11.2023;05:45;06:00;97,8;93,56;98,15;97,8;97,8;99,68;97,16;94,96;89,42;75,38;94,96;107,26;76,57;-;127;49,96;60,24
26.11.2023;06:00;06:15;99,83;95,9;101,28;99,83;99,83;103,44;100,1;96,73;86,98;79,08;96,73;108,88;82,01;-;126,62;94,46;64,15
26.11.2023;06:15;06:30;99,83;95,9;101,28;99,83;99,83;103,44;100,1;96,73;86,98;79,08;96,73;108,88;82,01;-;126,62;94,46;64,15
26.11.2023;06:30;06:45;99,83;95,9;101,28;99,83;99,83;103,44;100,1;96,73;86,98;79,08;96,73;108,88;82,01;-;126,62;94,46;64,15
26.11.2023;06:45;07:00;99,83;95,9;101,28;99,83;99,83;103,44;100,1;96,73;86,98;79,08;96,73;108,88;82,01;-;126,62;94,46;64,15
26.11.2023;07:00;07:15;105,05;101,67;111,32;105,05;105,05;113,27;110,08;102,2;88;89,01;102,2;112;80,19;-;133,22;113,27;83,39
26.11.2023;07:15;07:30;105,05;101,67;111,32;105,05;105,05;113,27;110,08;102,2;88;89,01;102,2;112;80,19;-;133,22;113,27;83,39
26.11.2023;07:30;07:45;105,05;101,67;111,32;105,05;105,05;113,27;110,08;102,2;88;89,01;102,2;112;80,19;-;133,22;113,27;83,39
26.11.2023;07:45;08:00;105,05;101,67;111,32;105,05;105,05;113,27;110,08;102,2;88;89,01;102,2;112;80,19;-;133,22;113,27;83,39
26.11.2023;08:00;08:15;112,69;105,2;113,54;112,69;112,69;113,48;113,13;109,19;89,98;92,17;109,19;112,36;78,8;-;140;92,9;88,04
26.11.2023;08:15;08:30;112,69;105,2;113,54;112,69;112,69;113,48;113,13;109,19;89,98;92,17;109,19;112,36;78,8;-;140;92,9;88,04
26.11.2023;08:30;08:45;112,69;105,2;113,54;112,69;112,69;113,48;113,13;109,19;89,98;92,17;109,19;112,36;78,8;-;140;92,9;88,04
26.11.2023;08:45;09:00;112,69;105,2;113,54;112,69;112,69;113,48;113,13;109,19;89,98;92,17;109,19;112,36;78,8;-;140;92,9;88,04
26.11.2023;09:00;09:15;117,3;108,42;117,94;117,3;117,3;117,66;117,7;114,12;89,47;91,21;114,12;111,83;83,95;-;138;94,08;89,51
26.11.2023;09:15;09:30;117,3;108,42;117,94;117,3;117,3;117,66;117,7;114,12;89,47;91,21;114,12;111,83;83,95;-;138;94,08;89,51
26.11.2023;09:30;09:45;117,3;108,42;117,94;117,3;117,3;117,66;117,7;114,12;89,47;91,21;114,12;111,83;83,95;-;138;94,08;89,51
26.11.2023;09:45;10:00;117,3;108,42;117,94;117,3;117,3;117,66;117,7;114,12;89,47;91,21;114,12;111,83;83,95;-;138;94,08;89,51
26.11.2023;10:00;10:15;115,29;106,39;116,25;115,29;115,29;116,1;115,88;112,52;89,89;91,78;112,52;109,55;75,19;-;133,22;90,27;89,5
26.11.2023;10:15;10:30;115,29;106,39;116,25;115,29;115,29;116,1;115,88;112,52;89,89;91,78;112,52;109,55;75,19;-;133,22;90,27;89,5
26.11.2023;10:30;10:45;115,29;106,39;116,25;115,29;115,29;116,1;115,88;112,52;89,89;91,78;112,52;109,55;75,19;-;133,22;90,27;89,5
26.11.2023;10:45;11:00;115,29;106,39;116,25;115,29;115,29;116,1;115,88;112,52;89,89;91,78;112,52;109,55;75,19;-;133,22;90,27;89,5
26.11.2023;11:00;11:15;114,7;107,39;114,81;114,7;114,7;114,28;114,8;111,94;90,41;91,78;111,94;108,79;93,19;-;131,92;93,17;95,06
26.11.2023;11:15;11:30;114,7;107,39;114,81;114,7;114,7;114,28;114,8;111,94;90,41;91,78;111,94;108,79;93,19;-;131,92;93,17;95,06
26.11.2023;11:30;11:45;114,7;107,39;114,81;114,7;114,7;114,28;114,8;111,94;90,41;91,78;111,94;108,79;93,19;-;131,92;93,17;95,06
26.11.2023;11:45;12:00;114,7;107,39;114,81;114,7;114,7;114,28;114,8;111,94;90,41;91,78;111,94;108,79;93,19;-;131,92;93,17;95,06
26.11.2023;12:00;12:15;113,37;106,97;113,85;113,37;113,37;113,62;113,67;110,65;92,61;98,11;110,65;107,8;88,98;-;131,18;95;95,38
26.11.2023;12:15;12:30;113,37;106,97;113,85;113,37;113,37;113,62;113,67;110,65;92,61;98,11;110,65;107,8;88,98;-;131,18;95;95,38
26.11.2023;12:30;12:45;113,37;106,97;113,85;113,37;113,37;113,62;113,67;110,65;92,61;98,11;110,65;107,8;88,98;-;131,18;95;95,38
26.11.2023;12:45;13:00;113,37;106,97;113,85;113,37;113,37;113,62;113,67;110,65;92,61;98,11;110,65;107,8;88,98;-;131,18;95;95,38
26.11.2023;13:00;13:15;110,02;106,6;110,22;110,02;110,02;110,1;110,14;107,38;99,62;101,98;107,38;106,7;99,02;-;129,29;101,64;100,59
26.11.2023;13:15;13:30;110,02;106,6;110,22;110,02;110,02;110,1;110,14;107,38;99,62;101,98;107,38;106,7;99,02;-;129,29;101,64;100,59
26.11.2023;13:30;13:45;110,02;106,6;110,22;110,02;110,02;110,1;110,14;107,38;99,62;101,98;107,38;106,7;99,02;-;129,29;101,64;100,59
26.11.2023;13:45;14:00;110,02;106,6;110,22;110,02;110,02;110,1;110,14;107,38;99,62;101,98;107,38;106,7;99,02;-;129,29;101,64;100,59
26.11.2023;14:00;14:15;115,1;114,38;115,1;115,1;115,1;115,1;115,1;112;115,1;115,1;115,1;110,28;115,1;-;131,37;115,1;115,1
26.11.2023;14:15;14:30;115,1;114,38;115,1;115,1;115,1;115,1;115,1;112;115,1;115,1;115,1;110,28;115,1;-;131,37;115,1;115,1
26.11.2023;14:30;14:45;115,1;114,38;115,1;115,1;115,1;115,1;115,1;112;115,1;115,1;115,1;110,28;115,1;-;131,37;115,1;115,1
26.11.2023;14:45;15:00;115,1;114,38;115,1;115,1;115,1;115,1;115,1;112;115,1;115,1;115,1;110,28;115,1;-;131,37;115,1;115,1
26.11.2023;15:00;15:15;123,26;122,58;123,26;123,26;123,26;123,26;123,26;119,44;123,26;123,26;123,26;119,64;123,26;-;133,22;123,26;123,26
26.11.2023;15:15;15:30;123,26;122,58;123,26;123,26;123,26;123,26;123,26;119,44;123,26;123,26;123,26;119,64;123,26;-;133,22;123,26;123,26
26.11.2023;15:30;15:45;123,26;122,58;123,26;123,26;123,26;123,26;123,26;119,44;123,26;123,26;123,26;119,64;123,26;-;133,22;123,26;123,26
26.11.2023;15:45;16:00;123,26;122,58;123,26;123,26;123,26;123,26;123,26;119,44;123,26;123,26;123,26;119,64;123,26;-;133,22;123,26;123,26
26.11.2023;16:00;16:15;134,15;133,39;134,15;134,15;134,15;134,15;134,15;130,26;134,15;134,15;134,15;129,68;134,15;-;141,22;134,15;134,15
26.11.2023;16:15;16:30;134,15;133,39;134,15;134,15;134,15;134,15;134,15;130,26;134,15;134,15;134,15;129,68;134,15;-;141,22;134,15;134,15
26.11.2023;16:30;16:45;134,15;133,39;134,15;134,15;134,15;134,15;134,15;130,26;134,15;134,15;134,15;129,68;134,15;-;141,22;134,15;134,15
26.11.2023;16:45;17:00;134,15;133,39;134,15;134,15;134,15;134,15;134,15;130,26;134,15;134,15;134,15;129,68;134,15;-;141,22;134,15;134,15
26.11.2023;17:00;17:15;143,81;143,58;144,56;143,81;143,81;144,35;145,7;140,64;144,08;143,45;143,81;141,32;143,82;-;147,2;144,58;143,63
26.11.2023;17:15;17:30;143,81;143,58;144,56;143,81;143,81;144,35;145,7;140,64;144,08;143,45;143,81;141,32;143,82;-;147,2;144,58;143,63
26.11.2023;17:30;17:45;143,81;143,58;144,56;143,81;143,81;144,35;145,7;140,64;144,08;143,45;143,81;141,32;143,82;-;147,2;144,58;143,63
26.11.2023;17:45;18:00;143,81;143,58;144,56;143,81;143,81;144,35;145,7;140,64;144,08;143,45;143,81;141,32;143,82;-;147,2;144,58;143,63
26.11.2023;18:00;18:15;149,67;149,9;156,68;149,67;149,67;156,68;160,6;145,33;140,03;146,94;149,67;144,99;148,59;-;159,02;148,3;146,88
26.11.2023;18:15;18:30;149,67;149,9;156,68;149,67;149,67;156,68;160,6;145,33;140,03;146,94;149,67;144,99;148,59;-;159,02;148,3;146,88
26.11.2023;18:30;18:45;149,67;149,9;156,68;149,67;149,67;156,68;160,6;145,33;140,03;146,94;149,67;144,99;148,59;-;159,02;148,3;146,88
26.11.2023;18:45;19:00;149,67;149,9;156,68;149,67;149,67;156,68;160,6;145,33;140,03;146,94;149,67;144,99;148,59;-;159,02;148,3;146,88
26.11.2023;19:00;19:15;143,78;143,37;145,94;143,78;143,78;146,1;146,63;139,88;140,09;143,14;143,14;141,26;143,3;-;164;143,33;142,59
26.11.2023;19:15;19:30;143,78;143,37;145,94;143,78;143,78;146,1;146,63;139,88;140,09;143,14;143,14;141,26;143,3;-;164;143,33;142,59
26.11.2023;19:30;19:45;143,78;143,37;145,94;143,78;143,78;146,1;146,63;139,88;140,09;143,14;143,14;141,26;143,3;-;164;143,33;142,59
26.11.2023;19:45;20:00;143,78;143,37;145,94;143,78;143,78;146,1;146,63;139,88;140,09;143,14;143,14;141,26;143,3;-;164;143,33;142,59
26.11.2023;20:00;20:15;135,91;135,6;135,91;135,91;135,91;135,91;135,91;131,7;135,91;135,91;135,91;136,71;135,91;-;159,5;135,91;135,91
26.11.2023;20:15;20:30;135,91;135,6;135,91;135,91;135,91;135,91;135,91;131,7;135,91;135,91;135,91;136,71;135,91;-;159,5;135,91;135,91
26.11.2023;20:30;20:45;135,91;135,6;135,91;135,91;135,91;135,91;135,91;131,7;135,91;135,91;135,91;136,71;135,91;-;159,5;135,91;135,91
26.11.2023;20:45;21:00;135,91;135,6;135,91;135,91;135,91;135,91;135,91;131,7;135,91;135,91;135,91;136,71;135,91;-;159,5;135,91;135,91
26.11.2023;21:00;21:15;122,41;122,38;122,41;122,41;122,41;122,41;122,41;118,86;122,41;122,41;122,41;125,65;122,41;-;140;122,41;122,41
26.11.2023;21:15;21:30;122,41;122,38;122,41;122,41;122,41;122,41;122,41;118,86;122,41;122,41;122,41;125,65;122,41;-;140;122,41;122,41
26.11.2023;21:30;21:45;122,41;122,38;122,41;122,41;122,41;122,41;122,41;118,86;122,41;122,41;122,41;125,65;122,41;-;140;122,41;122,41
26.11.2023;21:45;22:00;122,41;122,38;122,41;122,41;122,41;122,41;122,41;118,86;122,41;122,41;122,41;125,65;122,41;-;140;122,41;122,41
26.11.2023;22:00;22:15;118,99;118,48;118,99;118,99;118,99;118,99;118,99;115,54;118,99;118,99;116,13;119,73;118,99;-;133,22;118,99;118,99
26.11.2023;22:15;22:30;118,99;118,48;118,99;118,99;118,99;118,99;118,99;115,54;118,99;118,99;116,13;119,73;118,99;-;133,22;118,99;118,99
26.11.2023;22:30;22:45;118,99;118,48;118,99;118,99;118,99;118,99;118,99;115,54;118,99;118,99;116,13;119,73;118,99;-;133,22;118,99;118,99
26.11.2023;22:45;23:00;118,99;118,48;118,99;118,99;118,99;118,99;118,99;115,54;118,99;118,99;116,13;119,73;118,99;-;133,22;118,99;118,99
26.11.2023;23:00;23:15;102,44;102,88;102,53;102,44;102,44;102,56;102,49;99,47;101,87;101,06;99,98;117,16;99,66;-;129,83;101,58;101,14
26.11.2023;23:15;23:30;102,44;102,88;102,53;102,44;102,44;102,56;102,49;99,47;101,87;101,06;99,98;117,16;99,66;-;129,83;101,58;101,14
26.11.2023;23:30;23:45;102,44;102,88;102,53;102,44;102,44;102,56;102,49;99,47;101,87;101,06;99,98;117,16;99,66;-;129,83;101,58;101,14
26.11.2023;23:45;00:00;102,44;102,88;102,53;102,44;102,44;102,56;102,49;99,47;101,87;101,06;99,98;117,16;99,66;-;129,83;101,58;101,14
27.11.2023;00:00;00:15;99,26;99,24;99,41;99,26;99,26;99,47;99,31;96,18;97,96;96,18;96,18;115,21;93,21;-;123,47;97,31;96,36
27.11.2023;00:15;00:30;99,26;99,24;99,41;99,26;99,26;99,47;99,31;96,18;97,96;96,18;96,18;115,21;93,21;-;123,47;97,31;96,36
27.11.2023;00:30;00:45;99,26;99,24;99,41;99,26;99,26;99,47;99,31;96,18;97,96;96,18;96,18;115,21;93,21;-;123,47;97,31;96,36
27.11.2023;00:45;01:00;99,26;99,24;99,41;99,26;99,26;99,47;99,31;96,18;97,96;96,18;96,18;115,21;93,21;-;123,47;97,31;96,36
27.11.2023;01:00;01:15;94,09;94,6;94,24;94,09;94,09;94,29;94,15;91,17;92,86;91,17;91,17;115,08;88,34;-;118,67;92,24;91,34
27.11.2023;01:15;01:30;94,09;94,6;94,24;94,09;94,09;94,29;94,15;91,17;92,86;91,17;91,17;115,08;88,34;-;118,67;92,24;91,34
27.11.2023;01:30;01:45;94,09;94,6;94,24;94,09;94,09;94,29;94,15;91,17;92,86;91,17;91,17;115,08;88,34;-;118,67;92,24;91,34
27.11.2023;01:45;02:00;94,09;94,6;94,24;94,09;94,09;94,29;94,15;91,17;92,86;91,17;91,17;115,08;88,34;-;118,67;92,24;91,34
27.11.2023;02:00;02:15;89,9;91,51;89,9;89,9;89,9;89,9;89,9;87,74;89,9;89,9;87,74;111,94;89,9;-;117,84;89,9;89,9
27.11.2023;02:15;02:30;89,9;91,51;89,9;89,9;89,9;89,9;89,9;87,74;89,9;89,9;87,74;111,94;89,9;-;117,84;89,9;89,9
27.11.2023;02:30;02:45;89,9;91,51;89,9;89,9;89,9;89,9;89,9;87,74;89,9;89,9;87,74;111,94;89,9;-;117,84;89,9;89,9
27.11.2023;02:45;03:00;89,9;91,51;89,9;89,9;89,9;89,9;89,9;87,74;89,9;89,9;87,74;111,94;89,9;-;117,84;89,9;89,9
27.11.2023;03:00;03:15;88,82;90,9;88,82;88,82;88,82;88,82;88,82;86,68;88,82;88,82;86,68;115,94;88,82;-;114,9;88,82;88,82
27.11.2023;03:15;03:30;88,82;90,9;88,82;88,82;88,82;88,82;88,82;86,68;88,82;88,82;86,68;115,94;88,82;-;114,9;88,82;88,82
27.11.2023;03:30;03:45;88,82;90,9;88,82;88,82;88,82;88,82;88,82;86,68;88,82;88,82;86,68;115,94;88,82;-;114,9;88,82;88,82
27.11.2023;03:45;04:00;88,82;90,9;88,82;88,82;88,82;88,82;88,82;86,68;88,82;88,82;86,68;115,94;88,82;-;114,9;88,82;88,82
27.11.2023;04:00;04:15;87,91;89,89;87,91;87,91;87,91;87,91;87,91;85,8;87,91;87,91;85,8;113,96;87,91;-;115,4;87,91;87,91
27.11.2023;04:15;04:30;87,91;89,89;87,91;87,91;87,91;87,91;87,91;85,8;87,91;87,91;85,8;113,96;87,91;-;115,4;87,91;87,91
27.11.2023;04:30;04:45;87,91;89,89;87,91;87,91;87,91;87,91;87,91;85,8;87,91;87,91;85,8;113,96;87,91;-;115,4;87,91;87,91
27.11.2023;04:45;05:00;87,91;89,89;87,91;87,91;87,91;87,91;87,91;85,8;87,91;87,91;85,8;113,96;87,91;-;115,4;87,91;87,91
27.11.2023;05:00;05:15;94,09;96,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;116,08;94,09;-;123,55;94,09;94,09
27.11.2023;05:15;05:30;94,09;96,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;116,08;94,09;-;123,55;94,09;94,09
27.11.2023;05:30;05:45;94,09;96,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;116,08;94,09;-;123,55;94,09;94,09
27.11.2023;05:45;06:00;94,09;96,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;94,09;116,08;94,09;-;123,55;94,09;94,09
27.11.2023;06:00;06:15;122,01;121,73;122,01;122,01;122,01;122,01;122,01;115,3;122,01;122,01;122,01;125,69;122,01;-;134,4;122,01;122,01
27.11.2023;06:15;06:30;122,01;121,73;122,01;122,01;122,01;122,01;122,01;115,3;122,01;122,01;122,01;125,69;122,01;-;134,4;122,01;122,01
27.11.2023;06:30;06:45;122,01;121,73;122,01;122,01;122,01;122,01;122,01;115,3;122,01;122,01;122,01;125,69;122,01;-;134,4;122,01;122,01
27.11.2023;06:45;07:00;122,01;121,73;122,01;122,01;122,01;122,01;122,01;115,3;122,01;122,01;122,01;125,69;122,01;-;134,4;122,01;122,01
27.11.2023;07:00;07:15;138,92;136,82;132,94;138,92;138,92;128,75;136,89;134,61;138,92;138,92;138,92;138,44;138,81;-;141,67;138,11;138,73
27.11.2023;07:15;07:30;138,92;136,82;132,94;138,92;138,92;128,75;136,89;134,61;138,92;138,92;138,92;138,44;138,81;-;141,67;138,11;138,73
27.11.2023;07:30;07:45;138,92;136,82;132,94;138,92;138,92;128,75;136,89;134,61;138,92;138,92;138,92;138,44;138,81;-;141,67;138,11;138,73
27.11.2023;07:45;08:00;138,92;136,82;132,94;138,92;138,92;128,75;136,89;134,61;138,92;138,92;138,92;138,44;138,81;-;141,67;138,11;138,73
27.11.2023;08:00;08:15;144,99;144,67;144,99;144,99;144,99;144,99;144,99;140,5;144,99;144,99;144,99;145,99;144,99;-;157,16;144,99;144,99
27.11.2023;08:15;08:30;144,99;144,67;144,99;144,99;144,99;144,99;144,99;140,5;144,99;144,99;144,99;145,99;144,99;-;157,16;144,99;144,99
27.11.2023;08:30;08:45;144,99;144,67;144,99;144,99;144,99;144,99;144,99;140,5;144,99;144,99;144,99;145,99;144,99;-;157,16;144,99;144,99
27.11.2023;08:45;09:00;144,99;144,67;144,99;144,99;144,99;144,99;144,99;140,5;144,99;144,99;144,99;145,99;144,99;-;157,16;144,99;144,99
27.11.2023;09:00;09:15;139,41;139,24;139,41;139,41;139,41;139,41;139,41;135,94;139,41;139,41;139,41;141,06;139,41;-;153,42;139,41;139,41
27.11.2023;09:15;09:30;139,41;139,24;139,41;139,41;139,41;139,41;139,41;135,94;139,41;139,41;139,41;141,06;139,41;-;153,42;139,41;139,41
27.11.2023;09:30;09:45;139,41;139,24;139,41;139,41;139,41;139,41;139,41;135,94;139,41;139,41;139,41;141,06;139,41;-;153,42;139,41;139,41
27.11.2023;09:45;10:00;139,41;139,24;139,41;139,41;139,41;139,41;139,41;135,94;139,41;139,41;139,41;141,06;139,41;-;153,42;139,41;139,41
27.11.2023;10:00;10:15;138;137,67;138;138;138;138;138;134;138;138;138;138,35;138;-;140,43;138;138
27.11.2023;10:15;10:30;138;137,67;138;138;138;138;138;134;138;138;138;138,35;138;-;140,43;138;138
27.11.2023;10:30;10:45;138;137,67;138;138;138;138;138;134;138;138;138;138,35;138;-;140,43;138;138
27.11.2023;10:45;11:00;138;137,67;138;138;138;138;138;134;138;138;138;138,35;138;-;140,43;138;138
27.11.2023;11:00;11:15;136,94;136,56;136,94;136,94;136,94;136,94;136,94;132,97;136,94;136,94;136,94;136,7;136,94;-;137,87;136,94;136,94
27.11.2023;11:15;11:30;136,94;136,56;136,94;136,94;136,94;136,94;136,94;132,97;136,94;136,94;136,94;136,7;136,94;-;137,87;136,94;136,94
27.11.2023;11:30;11:45;136,94;136,56;136,94;136,94;136,94;136,94;136,94;132,97;136,94;136,94;136,94;136,7;136,94;-;137,87;136,94;136,94
27.11.2023;11:45;12:00;136,94;136,56;136,94;136,94;136,94;136,94;136,94;132,97;136,94;136,94;136,94;136,7;136,94;-;137,87;136,94;136,94
27.11.2023;12:00;12:15;133,97;132,6;133,97;129,82;130,76;133,97;133,97;129,82;133,97;133,97;130,76;133,65;133,97;-;135,2;133,97;133,97
27.11.2023;12:15;12:30;133,97;132,6;133,97;129,82;130,76;133,97;133,97;129,82;133,97;133,97;130,76;133,65;133,97;-;135,2;133,97;133,97
